ID,WIKI_PAGE,Cause_of_Death,Death_Summary
33707ad2e7c47b02d508d16f10b674d4,Maurice_White,Parkinson's disease,"Maurice White, a musician and legend, passed away on February 4, 2016, at the age of 74. He died in his sleep at his Los Angeles home as a result of Parkinson's disease. His brother, Verdine, announced the news and asked for privacy during this difficult time."
8e1ad96684bd99e3997e587d6821b8c2,"William_Wrigley,_Jr.",No relevant section found,No relevant section found
cfdb86bf27fc1bf1231812fdabf63a68,Dennis_Weaver,prostate cancer complications,"The text states that Weaver passed away at the age of 81 due to complications from prostate cancer at his residence in Ridgway, Colorado, on February 24, 2006."
60a45699519483783d2fb216bad9f93c,Ida_B._Wells-Barnett,No relevant section found,No relevant section found
f9c44ea8b772120a16d8a1cc7382d809,Robert_Willan,No relevant section found,No relevant section found
6ecc05ed0602477773e6debe08ab539c,Ian_Wolfe,No relevant section found,No relevant section found
9f864b6bd02a6c9880fce28ff5f09616,Doodles_Weaver,suicide,"On January 17, 1983, Robert B. Weaver died by suicide, shooting himself in the chest twice. It was later revealed that he had been depressed about his deteriorating health. His funeral took place on January 22 at Forest Lawn Mortuary in the Hollywood Hills, and he was buried on Santa Catalina Island, California. Weaver's unpublished memoir, titled Golden Spike, still exists."
59f837fee9252920df82e4dac9193d91,Paul_Wellstone,Cause of death: airplane crash,"On October 25, 2002, Senator Paul Wellstone and seven others died in a plane crash in Minnesota. They were on their way to a funeral when the Beechcraft King Air A100 airplane crashed into dense forest near the airport. The National Transportation Safety Board (NTSB) determined that the likely cause of the crash was the flight crew's failure to maintain adequate airspeed, leading to an aerodynamic stall. The FBI initially investigated the crash for possible foul play but later concluded that it was accidental. Wellstone had been receiving death threats since taking office, and the FBI had been following him even before he became a senator. The pilots of the plane were found to have displayed below-average flying skills, and the captain had exaggerated his flying experience."
6dc5946ceb98469a57a1ab917dfb6756,Fred_Willard,Cardiac arrest with coronary artery disease and myelodysplastic syndrome as contributing factors.,"Fred Willard, a beloved actor, passed away at his home in Los Angeles on May 15, 2020, at the age of 86. His cause of death was reported as cardiac arrest, with coronary artery disease and myelodysplastic syndrome listed as contributing factors. The news of his death was shared by Jamie Lee Curtis, who is married to Christopher Guest, a frequent collaborator of Willard. He was buried in Forest Lawn Memorial Park in Hollywood Hills."
dc58a0557b9fd3082231ca2ea6aa7d22,James_Wolfe,Wolfe - Shot in battle,"In 1759, General James Wolfe led an amphibious landing at the base of the cliffs west of Quebec. Despite the French thinking the cliffs were unclimbable, Wolfe's army scaled the 200-meter cliff and surprised the French forces under the Marquis de Montcalm. The French were defeated after a short battle on the Plains of Abraham. Wolfe was shot multiple times during the battle and died. The Battle of the Plains of Abraham resulted in the deaths of both Montcalm and Wolfe, but it marked a significant victory for the British, leading to the fall of Quebec and ultimately ending French rule in North America. Wolfe's body was returned to Britain and he was interred in St Alfege Church, Greenwich."
7da5d4bcf86007ce1b5fd0eeb9e03896,Earl_Weaver,heart attack,"Earl Weaver, a former baseball manager for the Baltimore Orioles, died on January 19, 2013, of an apparent heart attack while on a cruise ship in the Caribbean Sea. He was 82 years old. His wife of 49 years, Marianna, was with him when he passed away. Weaver was known for his strategic managerial style and led the Orioles to four American League pennants and a World Series championship in 1970. Bud Selig, the commissioner of Major League Baseball at the time, and Peter Angelos, the Orioles managing partner, expressed their condolences and praised Weaver's contributions to the sport. Weaver's remains were cremated."
c400cb296c7f81646cd248dab78c0f97,Henry_M._Wriston,No relevant section found,No relevant section found
ac3626c1931bd001f1eb6298ba82c067,Elizabeth_A._Weaver,No relevant section found,No relevant section found
c2629b3bcfc77c2b49ce222b4d946b14,Thomas_Wolfe,miliary tuberculosis,"In 1938, Thomas Wolfe submitted a large manuscript to his new editor and then went on a tour of the Western United States. He visited Purdue University and gave a lecture before traveling through national parks. While in Seattle, he fell ill with pneumonia and was eventually diagnosed with tuberculosis. He was sent to Johns Hopkins Hospital for treatment but didn't recover. Wolfe died before his 38th birthday. Before lapsing into a coma, he wrote a letter to his editor thanking him for his support. Wolfe was buried in Asheville, North Carolina. His death shocked critics who had high expectations for his writing."
95376ea8a287647dda9d210461344d9b,Fritz_Weaver,cause not provided,"The person mentioned in the text passed away in their home in New York City on November 26, 2016, at the age of 90."
395a83d38949a73759fa221c0fde7484,Tom_Wolfe,infection,"Tom Wolfe, a prominent American author and journalist, died in Manhattan on May 14, 2018, at the age of 88. He is credited with introducing several terms into the English language, including ""statusphere,"" ""the right stuff,"" ""radical chic,"" ""the Me Decade"" and ""good ol' boy."" Although he was inaccurately credited with coining the term ""trophy wife,"" he did use the term ""social X-rays"" to describe extremely thin women in his novel The Bonfire of the Vanities. Additionally, Wolfe is responsible for popularizing the use of the present tense in magazine profile pieces, as they were traditionally written in the past tense before he started doing so in the early 1960s."
ed5404e7a79c0f3383be6bf1c6a5d278,Walter_B._Wriston,No relevant section found,No relevant section found
ba6198b07c876d0795acf6c82f69e95d,James_B._Weaver,Heart failure,"After the Populist Party's decline, James B. Weaver joined the Democratic Party and participated in the 1904 Democratic National Convention. Despite not supporting the party's nominee, Alton B. Parker, he still backed Parker's campaign. Weaver considered running for the House of Representatives in 1904 but decided against it. In 1908, he supported William Jennings Bryan's unsuccessful presidential campaign. Weaver's fiftieth wedding anniversary was celebrated in 1908, and he was honored by the Iowa legislature the following year. He wrote a history of Jasper County, Iowa, published in 1912. Planning to campaign for Democratic candidates in 1912, Weaver instead died on February 6 of heart failure. His last letter endorsed Champ Clark for the Democratic presidential nomination, but Clark lost to Woodrow Wilson. Weaver was buried in Woodland Cemetery in Des Moines, Iowa."
7b9879e23eb052103270f4c960f1ac51,Matthew_E._Welsh,No relevant section found,No relevant section found
68e0c0fd906a2878bc6264e42a13c4cd,Patrick_White,No relevant section found,No relevant section found
9fc87b3874232c1fd3463f70959ba551,James_Wolfensohn,No relevant section found,No relevant section found
bd2ff1cb4a6da7624738c56b650e4fa2,Harry_Wu,unknown,"Wu, the person mentioned in the text, died in Honduras on April 26, 2016. He was 79 years old and was on vacation with friends at the time. He is survived by his former wife, Ching Lee, and his son, Harrison."
2ec4a5ee184251da9563d8cabe580273,Eudora_Welty,No relevant section found,No relevant section found
6d87511e35fdd5dc6a40b719d8c3ccc9,Pearl_White,Liver failure,"By 1937, actress Pearl White was dying of liver failure. She had sustained a spinal injury while filming a movie, which caused her ongoing pain that she managed with drugs and alcohol. In preparation for her death, White made arrangements for her funeral and purchased a plot in a cemetery near her home. In July 1938, she checked into a Paris hospital due to issues with her liver. She eventually slipped into a coma and died on August 4, 1938, at the age of 49. Her cause of death was attributed to a ""liver ailment,"" likely cirrhosis resulting from years of heavy drinking. White was buried in a private ceremony at the Passy Cemetery. In her will, she left her fortune, including jewelry and property, to Theodore Cossika. She also left money to her father, nieces, and nephews, and made charitable donations totaling $73,000."
350aece021f0ac32067524e152e8611e,King_William_IV,No relevant section found,No relevant section found
ad24ed296183696bcf1dc30c1263bcb2,Christian_Wolff,No relevant section found,No relevant section found
408651906eacdf3d3dc4ef50ceae8a93,Robert_C._Weaver,The cause of death is not provided in the given information.,"Robert C. Weaver married Ella V. Haith in 1935. They adopted a son who passed away in 1962. Weaver served on the boards of Metropolitan Life Insurance Company and Bowery Savings Bank. He also held advisory positions with the United States Controller General, the New City Conciliation and Appeals Board, Harvard University School of Design, and the NAACP Legal Defense Fund. Robert C. Weaver died at the age of 89 in Manhattan, New York."
b4715065c068cad34c2ccbcf2137f789,Papa_Wemba,Wemba died after collapsing on stage.,"Congolese musician Papa Wemba died at the age of 66 after collapsing on stage during a music festival in Abidjan, Côte d'Ivoire. His widow, Mama-Marie Luzolo Amazone, traveled to Abidjan accompanied by family members and government officials. Tributes were held in Wemba's hometown of Kinshasa as well as in Paris, London, Brussels, and Nairobi."
3d85ba5faf71ff2911a7e5f89af2e6da,Señor_Wences,The cause of death is not mentioned in the given text.,"Señor Wences, a famous ventriloquist, received the Lifetime Achievement Award from the US National Comedy Hall of Fame in 1996. Even after retiring at age 100, his puppets Johnny and Pedro continued performing. On his 100th birthday celebration, ventriloquists Jay Johnson, Rickie Layne, and Michele LaFong performed and became close with Señor Wences. He gave his puppets to LaFong and taught her his classic routines. LaFong continued performing the Señor Wences routines after his death. Señor Wences died at the age of 103, and a section of 54th Street in Manhattan was named Señor Wences Way in his honor. His portrait can be seen at the Players Club in New York."
f02ee395598436cdf392a43883e3808f,Francis_De_Wolff,No relevant section found,No relevant section found
1f234eef3990de6b33183e9ed7c37171,Reggie_White,Arrhythmia,"Reggie White, a former professional football player, died on December 26, 2004, due to arrhythmia caused by cardiac and pulmonary sarcoidosis. Sleep apnea, a condition he was diagnosed with, may have also contributed to his death. In honor of her late husband, White's widow founded the Reggie White Sleep Disorders Research and Education Foundation, which aims to provide treatment for sleep disorders to all individuals, regardless of their socioeconomic status. Additionally, the foundation started the Crescent Rising program in 2007, which offers free demolition services to homeowners affected by Hurricane Katrina in the New Orleans area. The program seeks to expedite the recovery of the community by involving the private sector in the demolition process. The foundation demolished its first home in June 2007."
f9d24bad81d3f71c6bf6352024b64928,Prince_William_of_Wied,No relevant section found,No relevant section found
036764e79e141c3d4be0c687a3b7eb53,William_Weaver,No relevant section found,No relevant section found
e334be081daf23a61de069f5b5431768,Robert_E._White,No relevant section found,No relevant section found
162783fb7e2effc67cbc1a97e7de86e2,Paul_Wendkos,No relevant section found,No relevant section found
327601d3822c4947922e2d0585f0b60d,Alan_Webb,No relevant section found,No relevant section found
c807c327ed284902aa71acb3c78c1208,Ronnie_White,No relevant section found,No relevant section found
27c1b94884d64af537a9a92ddbf08357,Warren_William,multiple myeloma,"The text describes the private life of actor Warren William, who was loved by audiences for his roles as a villainous character. It mentions that he and his wife Helen kept out of the public eye and remained a couple throughout his adult life. Warren William was described as being shy in real life. He died from multiple myeloma at the age of 53, and his wife died a few months later. He was recognized for his contributions to motion pictures with a star on the Hollywood Walk of Fame."
f4e41d81db140861c233ee1316fab62e,Ryan_White,Cause of death: respiratory tract infection,"Ryan White, a young boy with AIDS, passed away on April 8, 1990. His funeral was attended by over 1,500 people, including Elton John, Michael Jackson, Donald Trump, and Barbara Bush. Ronald Reagan wrote a tribute to Ryan, reflecting how Ryan had helped change people's perceptions of AIDS. Ryan White's grave became a shrine for his admirers after his death."
2442a9dc270746bbd0df550b98f8b5aa,Donald_Wolfit,Cardiovascular disease,"Donald Wolfit died on February 17, 1968, at the age of 65 in Hammersmith, London, due to cardiovascular disease. His last two films, ""Decline and Fall... of a Birdwatcher"" and ""The Charge of the Light Brigade,"" were released after his death. It is rumored that on his deathbed, Wolfit said, ""Dying is easy, comedy is hard,"" although this statement has also been attributed to other actors and its veracity is uncertain."
f162a97b54aa1325389422fb6b34e733,Chick_Webb,The cause of death was Pott disease.,"Chick Webb was a prominent jazz drummer and bandleader in the 1930s. Despite declining health, he continued to tour with his band to support them during the Great Depression. He underwent a major operation in 1939 but unfortunately died from Pott disease on June 16 of the same year. Ella Fitzgerald took over the Chick Webb band until she pursued her solo career, leading to the band's breakup. Webb's death had a significant impact on the jazz/swing community, with artists like Art Blakey and Duke Ellington crediting him as an influence. Webb's powerful drumming style paved the way for drummers like Buddy Rich and Louie Bellson. In February 1940, a benefit event was held in Baltimore to honor Chick Webb, attended by notable figures such as Ella Fitzgerald, Joe Louis, and Governor Herbert R. O'Conor."
b11587bc57f569e0b2b77304b7709fd0,Andy_Williams,Bladder cancer,"Andy Williams, a well-known American singer and actor, was diagnosed with bladder cancer in November 2011. After receiving chemotherapy treatment in Houston, he and his wife relocated to California to be closer to cancer specialists. However, Williams ultimately passed away on September 25, 2012, at the age of 84 at his home in Branson, Missouri. His body was cremated, and his ashes were scattered in the artificial waterway named Moon River at his theater in Branson. A memorial service was held a month later to honor his memory."
a1ab49c3fe894e8ee8d63cf208e960e7,Wilhelm_Wundt,natural causes,"Wilhelm Wundt retired in 1917 to focus on his writing. In the summer of 1920, he began to feel his health deteriorating and passed away soon after his 88th birthday on August 3, 1920. He was laid to rest in Leipzig's South Cemetery alongside his wife, Sophie, and their daughters, Lilli and Eleanor."
7d0de5083a9f210cdbbf8413081e8dee,Slappy_White,heart attack,"The text states that actor Jack White died of a heart attack at his home in Brigantine, New Jersey. This occurred 38 days after the death of his friend George Kirby. White was planning to retire from acting and was in the process of moving from Los Angeles to New Jersey. He did not have any children from his marriages."
408a54b48aca49870c41d4a361aba6be,Clifton_Webb,heart attack,"Webb spent the last five years of his life in isolation at his home in Beverly Hills due to his declining health. On October 13, 1966, he passed away from a heart attack at the age of 76. He was laid to rest in Hollywood Forever Cemetery, in a crypt near his mother."
b8549252dcb6fe49ce9c7741c0e03904,T._H._White,heart failure,"The text states that T.H. White, the author of The Once and Future King, died of heart failure on January 17, 1964, while on a ship in Piraeus, Athens. He was en route to Alderney from a lecture tour in the United States. He was buried in the First Cemetery of Athens. His final work, The Book of Merlyn, was published after his death in 1977 and served as a conclusion to The Once and Future King. His papers are currently held by the University of Texas at Austin."
6dce535cf086d911beec5084a3fd7d19,W._C._Wentworth,No relevant section found,No relevant section found
5ffcda78915f58cf485528af6a54f9bd,Aileen_Wuornos,Shot,"The text describes the murders committed by Aileen Wuornos, a woman who killed seven men within a 12-month period. The victims were all motorists between the ages of 40 and 65. Wuornos claimed that she killed her first victim, Richard Mallory, in self-defense after he beat, raped, and sodomized her. The body of David Spears was found naked with six gunshot wounds, while Charles Carskaddon's body, wrapped in an electric blanket, had been shot nine times. Peter Siems' body was never found, but Wuornos was seen abandoning his car. Troy Burress' body was found with two gunshot wounds, and Dick Humphreys' body had been shot seven times. Walter Antonio's body was discovered with four gunshot wounds, and his car was found five days later."
7dd1e97d78a54cdd97de652052989566,Gary_Webb,Suicide by gunshot.,"Journalist Gary Webb was found dead in his home, with two gunshot wounds to the head. The coroner's office ruled it a suicide, stating that Webb had shot himself with a .38 revolver placed near his right ear. The first shot went through his face, exiting at his left cheek, and the second shot hit an artery. There were rumors that Webb had been killed in retaliation for his ""Dark Alliance"" series, but his ex-wife and the coroner affirmed it was a suicide. Webb had been struggling to find work and had sold his house before his death. After his death, a collection of his stories was published."
c6d1cf19313068bef3ff065f3aa593f9,Theodore_H._White,stroke,"White was married twice in his lifetime. His first marriage was to Nancy Bean, with whom he had a son and a daughter before they divorced. His second marriage was to Beatrice Kevitt Hofstadter, the widow of historian Richard Hofstadter. White passed away suddenly from a stroke in New York City at the age of 71. He was survived by his children and second wife."
b307520b98b4b643c15dc57d11664236,Robert_Wussler,No relevant section found,No relevant section found
20411e7f534c3ba0cc93c88bec2d3a00,Jack_Webb,heart attack,"Webb, the creator of the TV show Dragnet, died at the age of 62 from a heart attack on December 23, 1982. He was laid to rest at Forest Lawn, Hollywood Hills Cemetery in Los Angeles and was given a funeral with full Los Angeles police honors. Following his death, his badge number 714, which was used by the character Joe Friday in Dragnet, was retired. Los Angeles Mayor Tom Bradley ordered flags to be lowered to half staff and Webb was buried with a replica LAPD badge bearing the rank of sergeant and the number 714."
68f56b433825d2d7ebd52ec9ef0536be,Thomas_D._White,No relevant section found,No relevant section found
592b77f361efd231087e65738f10be6f,Louis_Wolfson,No relevant section found,No relevant section found
4bfd332e4dc78e1cad83d70831e61559,Sheldon_S._Wolin,No relevant section found,No relevant section found
bb2773c8b5f485e6c73f02c21bf110a3,Sir_Thomas_Wyat,No relevant section found,No relevant section found
92471ab15e5bddde5dc3c57f4531d195,Jane_Wyatt,No cause of death provided.,"Wyatt, who died on October 20, 2006 at her home in Bel-Air, California, was 96 years old. She is survived by three grandchildren and five great-grandchildren."
7f61ef39f557d1d338cc8a224ee6250b,John_Webb,No relevant section found,No relevant section found
9abf488ab409694ef4e29fe96f7f7281,Alfred_L._Werker,No relevant section found,No relevant section found
625f38c0444749c965036d40614025e1,"Wallace_H._White,_Jr.",No relevant section found,No relevant section found
6b4a624d71f4dcfb1528a97df611d908,Jackie_Wilson,Pneumonia,"On September 29, 1975, Jackie Wilson suffered a massive heart attack while performing on stage. Audience members initially thought it was part of the act, but Dick Clark realized something was wrong and stopped the music. Cornell Gunter of the Coasters resuscitated Wilson, who was then rushed to the hospital. Wilson had a habit of sweating profusely during performances, and would consume a large amount of salt and water to induce the effect. This high salt consumption may have contributed to his heart disease. The lack of oxygen during the heart attack caused Wilson to slip into a coma, and although he briefly recovered in early 1976, he soon slipped back into a semi-comatose state. A benefit was held to raise funds for Wilson's medical expenses, with Elvis Presley covering a large portion of the bills. Wilson passed away on January 21, 1984, at the age of 49 from complications of pneumonia. He was initially buried in an unmarked grave, but in 1987, a mausoleum was purchased using funds raised by fans, and Wilson and his mother were interred there."
75ad6da5712337bdf0056824bc0dc8b3,Walter_White,No relevant section found,No relevant section found
589232445fecbe8f5d0cd743cd45eb36,Bernard_Williams,Cause of death: heart failure,"Bernard Williams had a distinguished career and received numerous honors and awards. He became a member of the Institut international de philosophie in 1969, a fellow of the British Academy in 1971, and an honorary member of the American Academy of Arts and Sciences in 1983. He served as a syndic and later chair of the Fitzwilliam Museum in Cambridge. In 1993, he was elected to a fellowship of the Royal Society of Arts and was knighted in 1999. Williams also received honorary doctorates from universities such as Yale and Harvard. Unfortunately, he passed away on June 10, 2003, due to heart failure while on holiday in Rome. He had been diagnosed with multiple myeloma, a type of cancer, in 1999. Williams was survived by his wife, two sons, and his first child, Rebecca. He was cremated in Rome."
c7f413baa0945b98c5183efc40b4ccf5,James_Wilson,No relevant section found,No relevant section found
b1da15a3732d1fdc3cf5f32ea702caec,Matthew_Webb,Drowned while swimming in the Niagara River.,"Webb attempted a dangerous swim in the Niagara Gorge through the Whirlpool Rapids. Despite failing to get funding for the event, he jumped into the river from a boat near the Niagara Falls Suspension Bridge. He likely survived the first part of the swim but died near the entrance to the whirlpool. Webb was buried in Oakwood Cemetery, Niagara Falls, New York."
59da4e53065402f946b1641047077a1f,Abraham_Gottlob_Werner,No relevant section found,No relevant section found
8561aa5aba2ac4d7e775fc6be5e78c18,William_Allen_White,No relevant section found,No relevant section found
c497772f4d81407067b17ea6652f1db1,James_Wilson,No relevant section found,No relevant section found
09048f390f0582d907573841f0e79d87,Alfred_Werner,No relevant section found,No relevant section found
83da4081696e71ae8a9e41e8b36bdf0d,James_Wilson,No relevant section found,No relevant section found
3a103fc36ad264af9cd3e9a01cf73fee,Wendell_Wyatt,No relevant section found,No relevant section found
2e4242526b78ff9e2e531242b5c4ea4d,Oskar_Werner,No relevant section found,No relevant section found
235f7b36aee40ec815eba62373cdd27c,George_Whitefield,Cause of death: Unknown,"George Whitefield, a prominent preacher in the 18th century, continued preaching despite poor health. His last sermon was given in a field before his death in 1770. He was buried in the Old South Presbyterian Church in Massachusetts. Whitefield left a significant amount of money to friends, family, and charitable causes. Throughout his life, he made numerous trips to America, Scotland, England, Wales, and other countries, giving thousands of sermons. His influence on evangelical Christianity was profound, and he is considered one of the greatest evangelical preachers in history. His legacy is honored through various institutions and organizations that bear his name."
f316cea33d6103f3f3b04de1c71562c7,Bill_Williams,No relevant section found,No relevant section found
1d9a10092b4bcd3ed6bcdd2244c893c9,James_Q._Wilson,Leukemia,"The person named Wilson passed away in Boston, Massachusetts on March 2, 2012 due to complications related to leukemia."
42f37085404eaacae45ae7a7a7a099b9,William_Wycherley,No relevant section found,No relevant section found
91273b6b9cb4be2cfef1e20d017bb3cd,Alfred_North_Whitehead,death: 30 December 1947,"In 1890, Alfred Whitehead married Evelyn Wade, and they had three children: a daughter named Jessie, and two sons named Thomas and Eric. Thomas later became a professor at Harvard Business School. Unfortunately, Eric died during World War I while serving in the Royal Flying Corps. In 1910, the Whiteheads acquired a cottage in Lockeridge, Wiltshire, where Alfred completed his work on Principia Mathematica. They moved to the United States in 1924 when Alfred began teaching at Harvard. He retired in 1937 and remained in Cambridge, Massachusetts until his death in 1947."
c35655b441792c1c7f709dfbdd473c9f,Margaret_Wycherly,Cause of death: Unspecified,"Wycherly, whose full name is not mentioned in the text, died on June 6, 1956, at the age of 74. The death occurred at St. Clare's Hospital in New York City. The burial took place at St Mary Churchyard in Bepton, West Sussex, England."
d0dab769030460812f53af51e770ecb2,Kemmons_Wilson,No relevant section found,No relevant section found
959e1db6ca5f5339f8753c80ce152761,Glenway_Wescott,No relevant section found,No relevant section found
43fa1164b106ba7c1d0a854d8afa1560,John_Whitehead,No relevant section found,No relevant section found
782747c976867f7e2bbf2f1e03094a35,C._K._Williams,No relevant section found,No relevant section found
b1f87da76552f44e2f08b94852cf614f,Kenneth_G._Wilson,No relevant section found,No relevant section found
697d269b5d7b3337732dda5bf1736a77,Andrew_Wyeth,natural causes,"Andrew Wyeth, an American artist, passed away at the age of 91 on January 16, 2009, in Chadds Ford, Pennsylvania, after a short illness. His wife, Betsy, also passed away on April 21, 2020, at the age of 98."
76fbc29dc6e35ab8ecbbda36c9b3662b,Arnold_Wesker,No relevant section found,No relevant section found
d9f68dd19ba15459f1a467a352c4b3d1,John_C._Whitehead,No relevant section found,No relevant section found
6034c1cb315955ef4bf610bf8b2741ca,John_Wyeth,No relevant section found,No relevant section found
3fb750254b5d8b7a265dff50107872ce,John_Wesley,The cause of death is not explicitly mentioned in the provided information.,"Wesley's health declined at the end of his life and he stopped preaching. In his last months, he was taken care of by Elizabeth Ritchie and his physician John Whitehead. He died on March 2, 1791, at age 87. As he was dying, Wesley repeatedly said, ""Farewell, farewell,"" and then proclaimed, ""The best of all is, God is with us."" He was buried in his chapel on City Road in London. Wesley died poor, but he left behind a legacy of 135,000 members and 541 itinerant preachers under the name ""Methodist"". It is said that he left behind a library of books, a well-worn clergyman's gown, and the Methodist Church."
31d6d369def40acfdeadf1bb5a90658c,Mary_Whitehouse,No relevant section found,No relevant section found
6e79f4f7fde9ec566b093594f701cfef,Lanford_Wilson,Complications of pneumonia,"Wilson was an openly gay man who moved to New York City in 1962. He lived in an apartment in Greenwich Village and also had a house in Sag Harbor, Long Island. He split his time between the two locations, using his Manhattan apartment when he had a play being produced there. He worked with the Playwrights Laboratory at the Circle Repertory Company in Manhattan and attended readings, rehearsals, and productions. In 1998, Wilson gave up his New York apartment and moved full-time to Sag Harbor. He passed away on March 24, 2011, at the age of 73, due to complications of pneumonia."
71989c437592394fe41b98d0f03e2f6a,Larry_Wilson,No relevant section found,No relevant section found
f49915feaba39b882df23591d2c25b4c,Billie_Whitelaw,Pneumonia,"The actress, who had homes in both London and Suffolk, spent her final years at Denville Hall, an actors' retirement home in Hillingdon. She passed away at the age of 82 due to pneumonia on December 21, 2014."
888c2a2d9a6631d7f899fd893ca67782,"Louis_H._Wilson,_Jr.",No relevant section found,No relevant section found
30603f85511fe3a1d25767fdc5109d06,William_Wyler,heart attack,"William Wyler was married twice. He was first married to actress Margaret Sullavan from 1934 to 1936. He then married actress Margaret ""Talli"" Tallichet in 1938, and they remained married until Wyler's death. The couple had five children together. Catherine, one of their children, mentioned in an interview that her mother played a significant role in Wyler's career, acting as his gatekeeper and script reader. Wyler gave an interview with Catherine for a PBS documentary about his life and career shortly before his death. He passed away from a heart attack and was buried at Forest Lawn Memorial-Park in Glendale, California. Wyler was also a Freemason."
163b34c300d45ad3e16a871887f665d8,William_Whitelaw,No relevant section found,No relevant section found
c5dd0b149d8494397c9557c378a808b0,Chalmers_P._Wylie,No relevant section found,No relevant section found
9ee78d0cb47915a21cfc1f4a7f57c3bc,Horst_Wessel,Blood poisoning,"On 14 January 1930, Reinhard Höhler and Erwin Rückert, members of the German Communist Party (KPD), shot and wounded Horst Wessel, a leader of the Nazi Sturmabteilung (SA). Wessel's girlfriend, Erna Jänicke, was present during the attack. The attackers searched the room and fled the scene, while Wessel was taken to the hospital where he eventually died from blood poisoning on 23 February. The police identified Höhler as the prime suspect and arrested him. After a trial, Höhler was sentenced to six years in prison, along with seven accomplices. The conflicting accounts of the events were presented by both the National Socialists and the Communists."
5468b4419a52e9b79867c0cf14eb18b6,Richard_H._Whiteley,No relevant section found,No relevant section found
fae33804d8af5ec5df4a1c5919fe7d89,Cootie_Williams,kidney ailment,"Williams, who was 74 years old, passed away in New York City on September 15, 1985, due to a kidney ailment. He was laid to rest at Woodlawn Cemetery in the Bronx, New York City."
6eb78bd2de7a205abc99f65b71037aae,Elinor_Wylie,stroke,"Wylie had chronic high blood pressure which caused severe migraines. Unfortunately, she passed away from a stroke at the age of forty-three while staying at Benét's apartment in New York. They were in the process of getting her book, Angels and Earthly Creatures, ready for publication."
9026c3a6f00a2cc64bd67c6904861203,Paul_Whiteman,No relevant section found,No relevant section found
39e6995043103d0296590945f545c820,Malcolm_Wilson,No relevant section found,No relevant section found
5b05e893bd817b06aa429489cf53f647,Meg_Wyllie,Heart failure,"Wyllie died in January 2002 at the age of 84 in Glendale, California, due to heart failure. She is survived by a cousin."
193d62b365b6689163f45157d14c7bef,Daniel_B._Wesson,heart failure,"This text discusses the life and impact of Daniel B. Wesson, the co-founder of the Smith & Wesson firearms company. It mentions his death in 1906 and his burial in Oak Grove Cemetery in Springfield, Massachusetts. It also highlights his advocacy for homeopathy and his donation to the Hampden Homeopathic Hospital, which later became known as Wesson Memorial Hospital. The text further mentions the transition of the hospital to modern medicine and its merger with Baystate Medical Center in 1976. Additionally, it mentions the involvement of Wesson's grandson and great-grandson in the family business and the creation of the .357 Magnum. It concludes by stating that Daniel B. Wesson II followed the family tradition and founded his own company, which became known as Dan Wesson Firearms."
25b2d77ea4bbd1da53a15e57cf81aaec,Charles_Wyly,car accident,"Charles Wyly, a businessman who lived in Woody Creek, Colorado, died in a car accident in August 2011. He was driving his Porsche when it was hit by an SUV near the local airport. Wyly later passed away at a nearby hospital. He is survived by his wife, brother, four children, and seven grandchildren. Wyly was buried at Sparkman-Hillcrest Memorial Park Cemetery in North Dallas."
c29f078d9658d5c674dc54e43b2f155f,Dick_Wesson,No relevant section found,No relevant section found
50d88d0e9189a50fa43b099e4d06bf5b,Andy_Whitfield,Non-Hodgkin lymphoma,"In 2010, actor Andy Whitfield was diagnosed with stage IV non-Hodgkin lymphoma and had to undergo immediate treatment, which delayed the production of season two of the TV show Spartacus: Vengeance. While waiting for Whitfield's recovery, a six-part prequel was produced with minimal involvement from the actor. Although Whitfield was declared cancer-free in June 2010, a relapse was discovered in September 2010, leading him to leave the role. Australian actor Liam McIntyre was cast as his replacement. Unfortunately, Whitfield passed away from non-Hodgkin lymphoma in September 2011, 18 months after his initial diagnosis."
c5bf6a8702202a32a369e6a70a48d282,Margaret_Bush_Wilson,No relevant section found,No relevant section found
f50d8f59f36cb99512073425fac2e841,Adam_West,leukemia,"Adam West died on June 9, 2017, at the age of 88 from leukemia. His former Batman co-star Burt Ward and other colleagues paid tribute to him. In honor of West, the Bat-Signal was projected on City Hall in Los Angeles and on the Whitman Tower in Walla Walla, Washington. Several episodes of Family Guy featuring West's character, Mayor Adam West, were released posthumously, as well as an unaired episode of the show Powerless. West made his last public appearances in March and April 2017 at various comic conventions."
57144de2678e17eee6b9001ac7b49015,Darrent_Williams,Gunshot wound to the neck,"On January 1, 2007, football player Darrent Williams was killed in a drive-by shooting in downtown Denver. Williams, along with two other passengers, was shot when another vehicle pulled up beside their rented Hummer limousine. The shooting occurred shortly after a New Year's Eve party attended by Williams and held for Denver Nuggets player Kenyon Martin. The Denver Police Department reported that the shooting was preceded by an altercation at the nightclub between Crips gang members and other patrons, including Broncos teammate Brandon Marshall. Williams was not involved in the altercation. He sustained a single gunshot wound to the neck and died instantly. Williams fell into the lap of Broncos teammate Javon Walker and was pronounced dead around 2:30 AM. The two other injured passengers were released from the hospital the following day."
5b320d21fb2543933e9c6d46be994bd6,Marie_Wilson,No relevant section found,No relevant section found
8634479b0f19a815dc3a015196b8e93a,David_Williams,No relevant section found,No relevant section found
402e4e5d98632f206de60efff86b90d1,Mary_Wilson,No relevant section found,No relevant section found
