ID,WIKI_PAGE,WIKI_ID
2472fbb8903687c720a4696edd1bf2ed,William_F._Whiting,Q2578795
b671d6415f5619da109df3053f27cf90,Edward_Williams_(businessman),Q5345921
108a5863e92c675dc62b86ba693d3894,Peta_Wilson,Q745086
50376bbaa66b4e4d7cc39308330f713d,Dottie_West,Q243124
08e1656ab084acebc0469824ef8de769,Gough_Whitlam,Q23333
503c718e4da749a6db47802e6bb2f948,Emlyn_Williams,Q581262
075a883a689a63edbd1e0519f024a322,Pete_Wilson,Q714909
761a66eb287a3cb6c28f469bab7a000a,Albert_Wynn,Q1619372
fa5cb01558eb66dc4d5c4ec70b676c94,James_E._West,Q3161478
cc656f08d9c653cbf92c2ef98c15b83e,Keith_Whitley,Q346036
55fadf392a8ab825561f5d50f28e748a,Eric_Williams,Q1338879
f0874d800c03418d24889050846662cd,Pete_Wilson,Q714909
ec0a316bf1904d0d7f9d9d67535502ae,James_Wolk,Q507756
8e5e19922259caeba4447b7f7253f931,Jerry_West,Q311195
dfb751f2a7ebf6009332a19cec8c0893,Kym_Whitley,Q6451749
33767c06529068dff2561086263fe71a,Esther_Williams,Q232395
503c30bc99880aa43ad925ee8f884bcd,Deborah_Ann_Woll,Q232990
bc9347584e9bb8c0ae99708d131d82dd,Jessamyn_West,Q6186066
fcd873a98b123da9f526f58d1e7ce993,Brand_Whitlock,Q753365
133cce4388d1cb9f5a84284746bc7d63,Evan_Williams,Q1171831
f98bdbe6d050a33cdbc7207235d0e890,Rainn_Wilson,Q349548
1ac5805aed33844ab6580638fef7be0a,John_C._West,Q885391
ea3378e0a473941cd8be89b630ac5de7,Charles_Whitman,Q453209
bc3bf4e4a8a352923db9c7f571a1adec,Frank_Williams,Q823921
94b37a13703dcf39ff1bd5e6bd58cb82,"Ralph_Wilson,_Jr.",Q7288281
99bcf6518565df0aec6823c9f0cc07ef,William_Wollaston,Q322001
58c156ef207b4616987e063b04bb409b,Christine_Todd_Whitman,Q435267
c147a66592d5656686df9b848cad71ed,Frank_J._Williams,Q5487500
b6fb22be987acd754f5b425e483b43dd,Richard_Wilson,Q358679
a9bcd8c6412b9292db5e0b9c821fc9c9,William_Hyde_Wollaston,Q312975
0a0b2fdc526357ca946e7a8f3754dc30,Keith_Fullerton_Whitman,Q4568516
7cff5973f0de064d2468358fd1b53528,G._Mennen_Williams,Q732822
660332a54875de31f1edd39b7976c199,Ricky_Wilson,Q1207379
83bc2b9efbcf9f8c9d699267ded905b1,Harvey_L._Wollman,Q883824
67898827cbd2b98511df3d5356778b1f,Mae_Whitman,Q232307
5016e1f9bddde6a62448eb85991e02c0,George_Williams,Q1508638
922b45a5c8e424e571a015c0fd7e452f,Rita_Wilson,Q234144
b59013056cd5c625142ea7b44235f91c,Roger_L._Wollman,Q7358527
a9d7b159a28be08c8a1870adca8664c0,Grant_Williams,Q53853034
7299b984a79eee01af9ba77734bc79f9,Rita_Wilson,Q234144
c5641714667e9a2b4532d23af09ee350,Mary_Wollstonecraft,Q101638
239a20448b16c467d6cf19f7831ce78d,Meg_Whitman,Q55174
405b0909f30f38664dcb7193d77b9a71,Guinn_Williams,Q1554136
bdd862c968ab812b966aab35e1be47ce,Rob_Wilson,Q262108
97cd0d4f7e9fe7f25a01b4ea577e6d65,Howard_Wolpe,Q995192
5e3ca4cb44ff01809797f5cd7fb0a323,Slim_Whitman,Q1928449
8ff50f9e10be08cfa1ee04abde6f1ad1,Guy_Williams,Q785021
5e97d197cd2335ffabce632f853b5211,Robert_Wilson,Q232349
4f5b8a8cb0dc685d39c725da1cd281e6,David_L._Wolper,Q902654
3897117dafb98a299802faca940e73ad,Stuart_Whitman,Q470998
bf765b91a4697fe17733b5e0f4e14f57,Hal_Williams,Q3125902
5666c32aaf12aa5eb5fa873fb399310a,Robert_Anton_Wilson,Q314215
fa37155d36d6d57642ea96659bbfb0ba,Thomas_Wolsey,Q206512
6ae169b71bcae497fd66e0c1049c19ba,Walt_Whitman,Q81438
4f9eeb803cbeb8b83750cef89e879310,"Hank_Williams,_Jr.",Q552819
e0bbc86ce52527c41b09d9a7483f30db,Robert_Anton_Wilson,Q314215
23c80466c127ad5d4299954cebd7534a,Basil_Wolverton,Q810047
abb81e5b4d79060354191688ee3b00d3,Hank_Williams_III,Q741600
a2f5dce0267b95c64330f3277757e3de,Robert_Woodrow_Wilson,Q171034
9ec8b76f774f08efd23c9391050dc47d,Kathryn_J._Whitmire,Q6377067
f2fba3ff0d84665fa9fa07e6dec9133e,"Hank_Williams,_Sr.",Q206181
a3ddb90c026acbab0fa195055c7a01db,Roger_B._Wilson,Q377417
2791e747fc4483a36ac1b55fc8b86a0c,Bobby_Womack,Q388286
648c167f1ae2671e50c551fc76bf3c4c,James_Whitmore,Q313040
26380328818d9880249cc984a005ecfd,Harland_Williams,Q1275214
b2dab53fee1c370b8f9d9a66ad501914,Ross_Wilson,Q7369711
2b305309fd31d5187ac5f22eafa57704,Lee_Ann_Womack,Q454082
187fd28089977358d99fe79203fd6090,Jon_Whitmore,Q6271762
79869dff42b98af42c732810eb6c993a,Hayley_Williams,Q201562
84ee972f4a7ef4f617623da61692adf3,Scott_Wilson,Q535862
9b1ee17305913684738cae8e62b9e175,Amos_Whitney,Q1778066
c926c41039578c0642bc3845eb917df3,Sheree_J._Wilson,Q272003
63e735ae99b8e4097f5a5d4af149b5d6,Steve_Womack,Q1029527
0982690b724f9458208c85b1bab541a3,Benson_K._Whitney,Q818189
efa62fef547c403c6d35600372585fec,Hugh_Williams,Q5933059
cd1d14753bf120118fdc2589e0d1e916,Sid_Wilson,Q318514
d2ad175f324993d60cd5a01c0fd91bae,Stevie_Wonder,Q714
db5e609e6a954ad927db2ab7b1a2f344,Eli_Whitney,Q280930
4d149984d7a0f401bd61a4ff587cbaae,Wayne_Wonder,Q930156
0bd16d63d8ce0febcf7cafbd6f123952,Gertrude_Vanderbilt_Whitney,Q271910
e966509134e67c60a0ea8e9bf935c7f5,Jack_Williams,Q6115799
8fa23f717042aa2944a7043815d370e1,Stuart_Wilson,Q7627249
d458267e0266ca7a8f42631f67063950,Anna_May_Wong,Q232376
232e919205f1ed283dcb0ff8ed7492b9,Grace_Lee_Whitney,Q272214
c22990857f6cbb0ec7797bf8afebdac2,Jack_Williams,Q6115799
f4052d63f71bbd15062cddaab4b54e59,Teddy_Wilson,Q506052
d1d510e84c4e6e33035ef6579407241d,B._D._Wong,Q359207
c7ce34cf6c1ed6c292f054b0a6a79736,John_Hay_Whitney,Q2918336
4792584ee756e1d27cd502d20afcee24,James_B._Williams,Q16090458
1e297685395c5f541ed0822a3d1c4c07,Terry_Wilson,Q7705153
6c8351570e6ae8783240dd93788f6377,Faye_Wong,Q464650
83039bfc2a7c3cc861e032121733e9cc,William_C._Whitney,Q1352222
890c573f52b1ef4403fe9db49052de5e,Jason_Williams,Q440794
45cc68f4c01c614a27fd46b955f57375,Thomas_F._Wilson,Q360663
23ac19a2278833fdd2232bace36573ba,Russell_Wong,Q958353
f522fedc647a8e5ce9a18886b128cae5,Bob_Whittaker,Q888321
458e6d78240ae4417054bae33397acc4,Jayson_Williams,Q1616713
f1c7b4af9ab71000dc20a52f8fc6686b,Thomas_J._Wilson,Q7791174
fde30df2a476da38495587eb14db729f,Victor_Wong,Q3557633
b6c63d390677daf8ba55c960edc6b5a5,Charles_E._Whittaker,Q1064300
a6ee4cc92127d983ca23181c1c2bc5f3,Jesse_Williams,Q40296
4f9b4b11a172a58c64f4880ff08db10c,Tony_Wilson,Q478601
8307f5bcaf18bb0a4e937357d6462b46,Paul_Wonnacott,Q16094302
bf97516be53f975a1e56b043eed6919f,Jack_Whittaker,Q6115773
c1d67576443bcb06a08ab93cd90a33cd,Torrie_Wilson,Q231173
5a2dcf9ea38169c0a73a010ebe9835d6,Jett_Williams,Q544198
e511c879fb36628966a15897dd550ef4,Wendy_Wilson,Q7982829
ba7949ac7a473d63a9cbd44609419265,John_Woo,Q55432
11476e135efb6772268535dc0b1fea28,Jimy_Williams,Q6201742
218cef3389bfeafde6ecf311307e599c,William_B._Wilson,Q723828
cf29175ddd34d4ea409b5b13468fd51b,Roh_Tae_Woo,Q242651
fef78435ff208d6ccacfdc6cff4b5eb1,Reed_Whittemore,Q7306708
0fa917d6a37a6fde9ba8006304af3f58,JoBeth_Williams,Q237809
5239209de2fe6dc558918f0939fe0d4a,William_Julius_Wilson,Q111536
28209a55645a851a8f39945d6199cd84,Anthony_à_Wood,Q691873
a99bc47e766ced8cfa63b53695a010e7,Jamie_L._Whitten,Q1359158
ddeeaa6fb09418b7001d2cff9e990e99,Jody_Williams,Q211239
88d70090ddf1976e75af819fb5eb151b,Woodrow_Wilson,Q34296
5d210e6c5270034a30304c18789a9001,Barry_Wood,Q4864907
efb405dab5d8c106b25f7a36c8892251,John_Greenleaf_Whittier,Q458372
1dbc6d54ba8a31a11650b5e5f69d5a09,Joe_Williams,Q4308405
b55bffb9bd193ad6fbfdd08882228365,Yvette_Wilson,Q2340587
ad67d09431ad24a450b9d5cdf4e2e0ee,Beatrice_Wood,Q459378
a2941f05ea54687b8bf37f16167a4bce,Dick_Whittington,Q337493
15774b1d670ac5ecd354a33915dc281c,John_Williams,Q131285
a385c477462c6a6090d88d2477bcc3dd,Penelope_Wilton,Q544165
196480671dcd1d960cefb697c2768b61,Corinne_Wood,Q2997367
f08c9160ef867fdc03438707a26ade00,Harry_Whittington,Q4508688
781141494f194c0590ed55164de5cff0,John_Bell_Williams,Q518055
f4821b8a98b509d15592dbb9077f5117,CeCe_Winans,Q538696
510b699161230f81742ff8399395eff7,Craig_Wood,Q414047
0924e0ac64d0b051bf4a422e0416d887,Early_Wynn,Q713760
53daabeebda2705c15caa2186671cd7c,John_G._Winant,Q882987
429b8ff308b984552421d7f5d774e70b,Danny_Wood,Q1164808
1381b66381c1791e6a14f3eebd172de9,Ed_Wynn,Q259537
9c8c7b61f7bf0f3109c37f6e07f4633c,Chris_Whittle,Q5108467
6bf0b9b807ec3250dc00f796866e4777,Simon_Wincer,Q1368884
80c890fd988f2f777503bea136fefb2b,Dennis_Wood,Q20714203
b28c83b2df60033d35f200e3488b9d36,Keenan_Wynn,Q946859
8c7a1af558e42cec686e408401fa0668,John_J._Williams,Q109321869
84b7350247541d3b6090a66b9bc0c89a,April_Winchell,Q2335794
bc6cb6d3eca88392bfed5d719d6173b2,Diane_P._Wood,Q5271615
b0e9687602e3853fa779429c2518c95f,May_Wynn,Q1914367
1765b0d1ad239969155fd43588f4f09c,John_Patrick_Williams,Q1701350
eaf890f7bb55fb75c6610c6df148a326,Paul_Winchell,Q731316
094ab9cfa89a53b3d29420780c73ef29,Ed_Wood,Q221843
93867e6c13ac42715ea0045b3af6c200,Steve_Wynn,Q524369
ff9029eb43b5a1a7e812107eb2dd6913,John_Sharp_Williams,Q1701734
a5f397e42ab0147025da0e1171e15b91,Verne_Winchell,Q7921979
35c01e3305432c70684240fe716c1de8,Elijah_Wood,Q483771
f10a57a07264c18a49afd9991b9a3699,Will_Wynn,Q8003201
96e5a7f4dd3cffcf817e64902fc0137a,John_Williams,Q131285
d0030a436aaec5af46490c1d2d3f13b7,Walter_Winchell,Q3097952
26300badd33020fb83a92a2d3bebe170,Evan_Rachel_Wood,Q229230
476af73e5d1fea1db93eeeb7aa49dc76,Michael_W._Wynne,Q1803180
0ec6a7a98039802fbd2ca155b3e7c6d0,Juan_Williams,Q6301159
43764662f5626ab356ae736afabecb49,James_R._Winchester,Q6141766
fa59a3dad165e094a6161e8c8f113e62,Frank_Wood,Q5490456
f34ee2a15f5d8eded1c04dbaa80562c6,Jim_Wynorski,Q145422
289974101ddb75d45e02de314854bf4b,Karen_Hastie_Williams,Q53951793
1f49fec04350052b4040e3ac623ae997,Sarah_Winchester,Q2628788
1bb1290b60dba2d3519be90f87422961,Gordon_S._Wood,Q5585778
0178161835156091edfa13028bb401a6,Dana_Wynter,Q63189
7f5df7be4aad2de7f1d1df70e06c7505,Katt_Williams,Q557948
d76582bea3bac7fe9e6380665fdf9cb7,Simon_Winchester,Q2893079
268991cc19f4c32b607e3abc84c3cdff,Grant_Wood,Q217434
f8f59d03f985715602407760d7b282ce,Sarah_Wynter,Q255490
de738726a5d7088adc94458c8a42dee2,Johann_Winckelmann,Q57280
0d95e0b740b461afa80d9621936df869,James_N._Wood,Q6140261
7dfbb053af64d4a54f0d66ca6142b898,Diana_Wynyard,Q272091
2e2eb1ab058da2bc9954e5364cb77685,Kelli_Williams,Q234661
6c1c5e90b044bb937b0a7bd620968a77,Michael_Wincott,Q707500
3d047c7a740355707b37c17d72698d53,John_Wood,Q1181231
7df188f456be5c78f39192082c33e091,Amanda_Wyss,Q2415514
44b76e7d24bd2fba0d71bc1f854a9090,Kellie_Williams,Q445452
08e78ff41d075f8c4f54922e45da21d2,Jerry_Wind,Q20675778
82324416ea70ed745683d29242e1bb88,Lana_Wood,Q242749
6578f54b0761ff42fa6771613d5b31bd,Kenneth_Williams,Q1093792
cd5d7888ce1707ae1c218061e3b7558d,Adolf_Windaus,Q77142
59f236ec8b1cf59eca07019fc5f5cda1,Michael_Wood_(historian),Q209394
7cb601e2ec72dd8d3f6782733509905d,Kiely_Williams,Q270123
48b1ac8bb2283ac7a9fc721fddc2a886,Michael_M._Wood,Q6246403
9285d1dfb09c87ad9ca621a0c0d5be07,Kim_Williams,Q364579
f37256d96785d0f3025b90240e81da3a,Kathryn_Tucker_Windham,Q1736547
b3ecb7916e8aa7f7b0d1a310dce9470e,Natalie_Wood,Q180919
216dc3491ea4af4cd11565544e87c92e,Kimberly_Williams,Q364579
5bba9d3131161d74611477e43adcf9c2,Terri_Windling,Q3518754
40cf0540a27cc8bfcb96cf967ba5bcea,Peggy_Wood,Q266445
2afc83caf7422ab7a54f7c32a9e59f79,Steve_Windom,Q2347420
0b6f8a6c984cb3472570f1812fd59ab9,Larry_Williams,Q1272729
cdba6e470d1158191ed92dd3936c6427,William_Windom,Q1374474
6ae9d0a1b67617d2141258f1e6ea8f6d,Lisa_Williams,Q6558499
6cc2d0fa163208e323d53a67c1c4a1a7,William_Windom,Q1374474
24bac626a85073ee1048ffdb881ad5a5,Robert_E._Wood,Q7343909
5d0e188a24a46c00d9f04314d6997791,Lucinda_Williams,Q256813
a41cb4f2281be5a38feed36a8d3f547f,Barbara_Windsor,Q449062
12d5ed186ef22290e59ddf337c1e7e8f,Robert_L._Wood,Q19629306
833e75f5c121787bcf9d05f874828b98,Maggie_Williams,Q6730338
fb04352be3f97f3a6da9b3b2db735080,Marie_Windsor,Q2448652
980f43950f4f5fd0a256ea33f1625445,Robert_W._Wood,Q550926
62e07a595eb2274b205e107157eaf3e7,Malinda_Williams,Q953500
e7ae979a90898f1dc3e92f1c1966a76b,Sherwin_T._Wine,Q2662497
ef0d39584285fd33687937737fde4ea2,Ron_Wood,Q211094
aba9279a1baa05e54ac83ac223681c71,Mark_Williams,Q257741
2ec6afb47a509347d49a74f0ffcb0d57,Amy_Winehouse,Q15897
abcd427cc0b0fc0453235f698b3ba7e1,Roy_Wood,Q918484
e9eb1b82ba3beaffd903949cd8e7571f,Michael_Williams,Q441842
f4d7fe695185a5623cee5bcc9456a93e,Dave_Winer,Q1173391
3b67932655859fe2786ae9e935c46d3b,Sam_Wood,Q457269
0d3bc4b6f4f320c48b81b4be87f2036f,Michael_C._Williams,Q441842
ea40cb0e67c7d982ffdf6b2883c3e94d,Dave_Winfield,Q1173396
1ebf876efe71ab0723069f7631e56a8c,William_B._Wood,Q1330708
aea26e046cb900d825a965e6721f898f,Michelle_Williams,Q245766
b497a705c6f4155c3956a43f070491ba,Paul_Winfield,Q344576
45f8c13c047ad2ede92a4e9c17c9f800,Jerry_M._Woodall,Q6184678
d5783de20ee2bd4b2d1b54ef913114b1,Michelle_Williams,Q245766
55f9bed93da0d5872f0bd918df3432f7,Daniel_E._Winfree,Q16185670
182640f2c0240634d0b238db66d1124f,Rob_Woodall,Q2156128
5712b43b3d0ac48585d8ff58c0d75db9,Montel_Williams,Q1345645
539dbb2147b5e97aa29d331a225ac965,Oprah_Winfrey,Q55800
a07bb3d5149d5f8e1b4f8445ca845e7b,Olivia_Williams,Q231163
4c9045ced6ad9ac37a5b5e2230c8e5bd,Debra_Winger,Q229009
9992245e2a522ace067e6dd9c6c6d7bb,Alfre_Woodard,Q526620
303aa9227114cd4d9a7b0a31adff676e,Otis_Williams,Q538284
db3e8791f3f9596bcf17719ed5b70d5e,Kip_Winger,Q2334522
080ae0cb232e0f3d44ed0c39e5108b25,Patricia_J._Williams,Q7145651
264c89f3d498545018aeb42ef82e5e88,Peter_Wingfield,Q1082835
e61014a83a63a6c059e509a654f67990,Paul_Williams,Q357210
ff352798dd91b2b8d3f8783b5c62ea92,Gary_Winick,Q924621
e3ffae0d368e3f6e631cb535d5d94500,Paul_Williams,Q357210
40fadbeacd4c4b7bc1839769fcd19a48,Jon_Winkelried,Q16193443
4e9b0b075552d48545cea8d323033128,Bokeem_Woodbine,Q1139685
b0c9e8aa3e6b506b323068620aab60a8,Sophie_Winkleman,Q2631078
4b601ad7374214c7d84c9a40634f3078,Henry_Winkler,Q343983
1eeeac2bdc3a6290bdee38b30db5d850,Levi_Woodbury,Q579228
eeb2947a44aa8e3224d3203fa19f1654,Irwin_Winkler,Q950428
44be0b61442e68654d7b6863c7534d98,Leonard_Woodcock,Q1506554
70b6496e63c38881a376dcd0c2a4fbce,Albert_M._Winn,Q4648159
6cb0e0fa7d52bc11d3e06d11a74df11b,John_Wooden,Q551032
414dbf70662905b15f7d23710fc742d8,Philip_D._Winn,Q74361987
b05d82f5a22125f473394af1dbb6ef8d,Cecil_Woodham-Smith,Q5056381
b60535486cf661b1876ea594a0292424,Michael_Winner,Q722890
f5e3135e3a37a41721810d590c48212b,Victoria_Woodhull,Q260378
5811b8b30da27e0c71c989dc1cf6578b,Gary_Winnick,Q3098642
f23da49e9d45ce7cf206217565e3e523,William_H._Woodin,Q2031553
fbe83cf2bc4bf75c545293fcd341c53c,Charles_Winninger,Q2080114
069b42bac1d6dea6e10546461266cd88,Shailene_Woodley,Q231058
a049f0057649d00b2d7e841d2719469f,Mare_Winningham,Q235189
19d97edfe48e6bc5459de510c641d915,Woody_Woodmansey,Q568822
767b0a1c52e483c2a595f14a7413194d,Terry_Winograd,Q92826
edfafa74ac2299d3d43807e619a81e4f,Harry_H._Woodring,Q886692
a159913d8ccba7030010fbfd45cf751a,Jim_Woodring,Q1689246
c721dfde2e57eaabafc0f7793cba0dd5,Marissa_Jaret_Winokur,Q459363
557dfd9cb214d36cc8e4ecf4c7cb2d9c,Patrick_Woodroffe,Q7147858
6c89cc8d0d21e923bb3f66dc124dcb25,Kate_Winslet,Q202765
3fca402c6babbaa556ddabda9bb547bf,Edward_Winslow,Q864808
c5c846bf1a59a49c53008ca3ab610dc8,Bob_Woodruff,Q888334
0f047e2010d37c564546b1db47b8d9e4,Michael_Winslow,Q522533
f48af19a7b1f1fd977f8d44582b6335c,George_W._Woodruff,Q5545782
3a12aa22e8637ce988745f7bdbc05f7f,Justin_Winsor,Q991742
03413f5930031d1b9fa2c1122a68c2a1,Judy_Woodruff,Q6304655
e7d4d8400d6f291a8fa62f511a6c7e05,Arthur_Winstead,Q2536627
93487a97edfc3070aa348ae25d1f4c61,Robert_W._Woodruff,Q3658180
0bac79738c9650f952eace71bf9d6514,Lizz_Winstead,Q3257337
3aa477a169d267c1ae08472a8c325919,Rollin_S._Woodruff,Q377451
011a31c37bcb33bc999737bba66f3960,Mary_Elizabeth_Winstead,Q207873
ec96e1f0c7064a79b73bd294954e60af,Hattie_Winston,Q525434
2f5fcce8836fb90d988313fc3d76a55f,Donald_Woods,Q1240511
f36c495992861567d328b826204a01b0,Edward_Woods,Q3048726
9e3c236d85bee18547a7a6be64b4200a,Stan_Winston,Q320211
939e0d39a73004daa663cad674e6c47a,Harry_Woods,Q1586889
ed3c63cf244699f771656c35b4a84cd1,Ray_Winstone,Q310932
a75afd75e18c330aaa6d21d5487667ad,Alex_Winter,Q1398367
6645071b1e04687273bc7603167f1c24,James_Woods,Q193105
4951dce45694b3be427f648e469929f7,Alison_Winter,Q17425448
e311f7877bacf2d0c68a0334119c8719,James_Woods,Q193105
ac898cc28a9a755a2a8ba475cd618ddb,Ariel_Winter,Q26378
84eece4acdc1e049dd0246aedefc7d36,Leona_Woods,Q1943137
0f34daf76da08883d68d10a5a31b177a,Donald_C._Winter,Q1239753
991042135f807f4eb6d60ed5c3e92a77,Rose_Mary_Woods,Q178153
d67b05e745703fef2512353babf76a8d,Edgar_Winter,Q559349
735373381704fad3298d4cb90b5b66da,Simon_Woods,Q1333202
b5ee598d2fc29599e43911da02f10548,Edward_Winter,Q529073
fbd4f0a9ed71daf160ac1361aa6b0918,Tiger_Woods,Q10993
79a653324b895e8f4868713a92520276,Eric_Winter,Q1371472
b93e5d8d4b468272ae2166cf5c0ed832,William_Burnham_Woods,Q2578164
58db439e307784e3ea0eca3e70b79fb1,Johnny_Winter,Q332635
47bbb8a541c998ca6ac46e6ad95d6870,D._B._Woodside,Q554159
e7720c3209c037ed74a4ae94617f32f2,Charles_Woodson,Q1066501
f52c843556f1c2fda20ab1990cd66cd3,Mike_Woodson,Q2504822
74e8455cfb4f4565bf6635a4107e6583,Bob_Woodward,Q312782
ec8dc7323b1f942bb65c0904ad81f02a,C._Vann_Woodward,Q612410
2d3b1804bbc42be70af7f5a55f0f3b17,Edward_Woodward,Q712968
0414b7ad4a1db9da773fe2ec428de666,Joanne_Woodward,Q1111542
2198e48028b0251b06edb1c8a0d03ca3,Morgan_Woodward,Q364724
59b098bbecd843a8c0ae6720997a74c3,Robert_B._Woodward,Q232316
1d88fa8e48cdba406a5dd5751bb29d01,Robert_F._Woodward,Q7344234
06d13ac1f0516ffd1cd8326aec5132b8,Shaun_Woodward,Q261001
3c9aeda2f0f1af73c86ac370804810c6,Norman_Wooland,Q871231
0bc42c7240b26963b225ff93f6a513f5,Chuck_Woolery,Q2967618
27f55d358dfe66836b9c943550b144d6,Sheb_Wooley,Q1349284
deded52668c9d134fb260199c5d11b9c,Douglas_Woolf,Q5302127
c97939e7af4aa1a2493ab5b44ae0c951,Leonard_Woolf,Q703935
f32b12d27226d8de0805518dfee75efe,Virginia_Woolf,Q40909
9b0a87a360e8f3c1a59a7f45f304db45,Eric_Woolfson,Q450400
f24acbf535e12d14f216a2579aaa0b13,Alexander_Woollcott,Q361859
5e4526bbb96b98c7870825bda4b39c8b,Monty_Woolley,Q1393843
5a07bf0ef66cfab6fcc4299ae1b3640e,John_Woolman,Q509027
e5aaae77bed55ef0396c13e78e49ab8e,Cornell_Woolrich,Q544207
75be5001e7d49a59717c46868a57ce63,James_Woolsey,Q1681327
e31cbd8934c8850baf55e6da8aa45e59,Lynn_Woolsey,Q291157
51216d841a05b958dee1c0e9958239c8,F._W._Woolworth,Q2142312
426f0e34b5ac3b5cc4125f98dcb68868,Ian_Woosnam,Q545161
951040927e30e8453bac875d3d221321,Tom_Wopat,Q2004171
ec9e576e0699389a515fa0b1ae9e498d,Hank_Worden,Q1376991
43c759183cae1bbb8891d7a8e6f47112,William_Wordsworth,Q45546
7eb9e3e7da91b3aa85d28d1355ab2f35,Joseph_Yablonski,Q6288096
5194111caab720cd8f9e79a1c0f8bfdb,Jeff_Yagher,Q684640
f25e016da4f11420d6b37cae6e86d290,Yahweh_ben_Yahweh,Q8046904
1788823ea7e5ca7000aa1129e17399ed,Boaz_Yakin,Q887636
e425384fb0144dd6f2850b33836709c4,Elihu_Yale,Q514846
c75bcdda3758097e4e0bc62827089560,"Linus_Yale,_Jr.",Q1347698
6b99556238477eb20ca1bfd35f8173ff,Rosalyn_Sussman_Yalow,Q107402
15fa0ab9e12398684b2df90e64b0a627,Kenneth_Spencer_Yalowitz,Q77208523
2beaa15730825312a643a268814e9ddb,Isuzu_Yamada,Q453584
ff6d07f9e381ff4acb48a7c4463fa940,Kristi_Yamaguchi,Q237651
8cc41d7225c723fedaa03f3f324d9c3d,Torakusu_Yamaha,Q958364
2a85673c7578ff3de4d5f906649f2959,Donald_Yamamoto,Q1240513
d9ba2912cafae97685bae89be059e294,Isoroku_Yamamoto,Q152325
56db21c8debcc41930ed87fe2a8340db,Ahmed_Zaki_Yamani,Q401574
15454419550536f57b1f257eada8c5c3,Fusajiro_Yamauchi,Q456052
e22014754f38c0f4f55a16757f19a256,Elliott_Yamin,Q1189625
3280330532a65b1f1f3b5a79895e9a0a,Martin_Yan,Q848770
3a62699cf2e70138df414449281456ca,Zelimkhan_Yandarbiyev,Q313449
4bd48b7b4365c786e91f5afc6c2b0022,Chen_Ning_Yang,Q181369
86fd271c13e5c5b02a1b2fb5f2527ac5,Jerry_Yang,Q215284
2310496d91f270c3f969321961ffce0d,Y._E._Yang,Q467371
f1694def006b6955b1bafd2de893f4d9,Daddy_Yankee,Q272591
2e731668c5be48de01fd80563d99c4d2,Frankie_Yankovic,Q150272
8468a4771bf034396c2884ee40ec4074,Weird_Al_Yankovic,Q8349
bde8d0fbb2df7a7d912d09546e15f0e6,Yanni,Q234716
6aec2b641ea4e83a9d0f9feed6b221de,Viktor_Yanukovych,Q1459658
5bac6a999b57073570fb486d3cfa39c6,Hu_Yaobang,Q99850
f2e297c61c8b27f1ec7b4062631c5b4a,Umaru_Yar'Adua,Q104705
93f1cc3a16cdc9a9c9d0cd71cfd2707d,Cale_Yarborough,Q946161
fd1e81a990681cfa30edab7e6c49d7a3,Ralph_Yarborough,Q2129881
d9eb0d3c411f7f8728b1b390102cbfa4,Cedric_Yarbrough,Q2943801
af1a4fde4b96d14a7bd8082c7cd093f8,Glenn_Yarbrough,Q1531129
0bfdc8a56debf38dbef0170606d9b849,Molly_Yard,Q436667
f591ba093e83b14608208d4160cfafb4,Herbert_O._Yardley,Q1269275
fe22da0f19d4254da9f26d6553d23ff5,Ivan_Osipovich_Yarkovsky,Q705913
9f53df2a6127cae14e55fe335ba6b5e4,John_Yarmuth,Q699970
5f8ba8af98b2078c36a9881c3e9c9a84,Zev_Yaroslavsky,Q16123141
bee7869437111c9f69690c0b99ff283a,Peter_Yarrow,Q2033344
1a0714c0819d819726fa832d39832126,Amy_Yasbeck,Q259703
a610aa10e5e1b834ec07ecbf9f6a012a,Lev_Yashin,Q167828
8fe1f4c5afe0e1efdde836bf979851c8,Sheikh_Ahmed_Yassin,Q188653
87edb4cc1659c7fc2670b55fe885570d,Carl_Yastrzemski,Q956100
a54cc9738e050c70ef801df91cf73dcd,Sun_Yat-sen,Q8573
95a33fd20b9b4f60ce640efd81936a6b,Iwasaki_Yataro,Q380105
f1d5375fe80f3441e71ea8ab6710c7c4,Albert_C._Yates,Q29168847
5d4719cb958f0a67a5b0c63e4fd749cc,Andrea_Yates,Q1025486
ba0fb323a58078a509470151a015c6c1,Brock_Yates,Q4972765
3126a935cb0bdec8c6df1d6d3f6373ed,Cassie_Yates,Q1048354
c2b394abf723a1bd64a6e644450ac899,David_Yates,Q312988
a251b24431e53437d678cbdfd6cdc4a9,Frances_Yates,Q132105
474fcad1dd18dedec349c25043e9b469,Joseph_C._Yates,Q444182
dcc8e84ffc77ad4d2343a14dab033a9e,Paula_Yates,Q436394
98221992cda49a01d2bb1abf317fbad7,Pauline_Yates,Q7155104
ea7013cafc3821b303064cc8f206c51b,Peter_Yates,Q314301
8676309cc2f125691d1fede33b72d66c,Richard_Yates,Q343090
6202e9c3e953650013591b7c006cd178,Sidney_Yates,Q2776506
bf8b322e9f4c34f1722f736f0f44d65f,Gus_Yatron,Q9282777
1c12c35ae6c0fe4b58d15a4a99fcb622,Ghazi_al-Yawar,Q180911
b0ae0277768842b1cdd0832344956c9e,Tony_Yayo,Q301515
